Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Other higher courses,1,Vet Nursing,Daytime,Degree (1st cycle),140.0,Portuguese,Doctorate,Degree,Scientists,Scientists,140.0,No,No,Yes,Yes,Male,No,27,No,8,13,13,8,13.5,2,5,11,12,5,14.4,0,11.1,0.6,2.02,Dropout
Single,Over 23 y/o,1,Informatics Eng,Daytime,Other 11th,133.1,Portuguese,Unknown,Unknown,Student,Student,95.1,No,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Services/Sales,Services/Sales,128.2,No,No,No,No,Male,No,31,No,0,5,5,2,11.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 y/o,1,Tourism,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,121.5,No,No,No,Yes,Male,No,54,No,0,6,9,6,13.714285714285714,0,0,6,13,5,14.333333333333334,0,16.2,0.3,-0.92,Dropout
Single,Other higher courses,1,Biofuel Tech,Daytime,Degree (1st cycle),120.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Services/Sales,Farmers,120.0,Yes,No,Yes,No,Male,No,25,No,18,21,26,21,12.363636363636363,0,12,16,21,12,12.25,1,11.1,0.6,2.02,Dropout
Single,Tech diploma,1,Agronomy,Daytime,Tech spec,130.0,Portuguese,Doctorate,Degree,Scientists,Scientists,130.0,No,No,No,Yes,Male,No,20,No,1,7,13,3,10.666666666666666,0,0,6,14,2,11.5,0,15.5,2.8,-4.06,Enrolled
Single,Other higher courses,1,Comm Design,Daytime,Degree,120.0,Portuguese,Master,Master,Scientists,Scientists,120.0,No,No,No,Yes,Male,No,28,No,0,6,9,2,12.0,0,0,6,10,3,12.666666666666666,0,12.7,3.7,-1.7,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Farmers,107.0,No,No,No,Yes,Male,No,41,No,1,7,7,7,12.857142857142858,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general,2,Marketing Mgmt,Daytime,Sec Ed - 12th,122.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Admin staff,116.1,No,No,No,Yes,Male,Yes,19,No,0,6,10,6,13.125,0,0,6,9,6,12.714285714285714,0,11.1,0.6,2.02,Enrolled
Single,Change course,1,Management,Daytime,Sec Ed - 12th,123.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Admin staff,114.4,No,No,No,Yes,Male,No,22,No,0,5,6,0,0.0,0,0,5,8,2,11.5,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,178.0,Portuguese,Bachelor,Sec Ed - 12th,Scientists,Technicians,157.7,No,No,No,Yes,Male,No,34,No,0,6,13,2,13.5,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,150.0,No,No,Yes,No,Male,No,28,No,5,11,14,11,15.090909090909092,0,5,10,11,10,15.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general,1,Basic Education,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Admin staff,114.3,Yes,No,No,Yes,Male,No,42,No,0,6,9,5,12.4,0,0,6,10,5,11.8,0,7.6,2.6,0.32,Enrolled
Single,3rd phase - general,1,Vet Nursing,Daytime,Sec Ed - 12th,106.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Technicians,Services/Sales,104.6,No,No,No,No,Male,No,21,No,0,6,10,5,14.0,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
Single,Other higher courses,1,Agronomy,Daytime,Degree,140.0,Portuguese,Tech spec,Tech spec,Unskilled workers,Admin staff,140.0,No,No,No,Yes,Male,No,50,No,2,6,8,2,13.5,0,1,6,9,1,13.0,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,4,Management,Daytime,Sec Ed - 12th,108.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Admin staff,109.1,Yes,No,No,Yes,Male,No,19,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
Single,Change course,1,Nursing,Daytime,Sec Ed - 12th,120.0,Portuguese,Degree,Master,Scientists,Admin staff,120.6,No,No,No,Yes,Male,No,18,No,0,7,12,4,12.65,0,0,7,10,3,10.666666666666666,0,16.2,0.3,-0.92,Dropout
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,100.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Executives,Executives,161.9,No,No,No,Yes,Male,No,59,No,0,5,7,0,0.0,0,0,5,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Married,Other higher courses,1,Management (evening),Evening,Degree,140.0,Portuguese,Unknown,Unknown,Blank,Blank,140.0,Yes,No,No,No,Male,No,33,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,2,Comm Design,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 2nd cycle,Unskilled workers,Military,178.0,Yes,No,No,Yes,Male,Yes,23,No,0,6,8,6,13.333333333333334,0,0,6,7,5,12.8,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 y/o,1,Management (evening),Evening,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Sec Ed - 12th,Services/Sales,Services/Sales,138.3,No,No,No,Yes,Male,No,44,No,0,5,9,3,11.333333333333334,0,0,5,8,5,11.142857142857142,0,13.9,-0.3,0.79,Dropout
Married,1st phase - general,4,Social Service (evening),Evening,Sec Ed - 12th,140.0,Portuguese,Unknown,Unknown,Student,Student,128.0,Yes,No,No,Yes,Male,No,37,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Married,Over 23 y/o,1,Multimedia Design,Daytime,Basic 3rd cycle,100.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,139.0,No,No,No,Yes,Male,No,36,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general,2,Management (evening),Evening,Sec Ed - 12th,123.0,Portuguese,Sec Ed - 12th,Degree,Admin staff,Scientists,113.2,No,No,No,No,Male,No,22,No,0,5,7,3,11.666666666666666,0,0,5,8,2,10.5,2,7.6,2.6,0.32,Dropout
Married,Over 23 y/o,1,Social Service (evening),Evening,Basic 3rd cycle,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Farmers,Farmers,139.0,No,No,No,Yes,Male,No,49,No,0,6,8,6,12.166666666666666,0,0,6,8,6,14.428571428571429,0,12.4,0.5,1.79,Graduate
Single,Change inst/course,1,Journalism,Daytime,Sec Ed - 12th,135.0,Portuguese,Sec Ed - 12th,Prof higher tech,Services/Sales,Technicians,110.0,Yes,No,No,Yes,Male,No,23,No,0,6,7,6,13.333333333333334,0,0,6,6,4,12.75,0,11.1,0.6,2.02,Graduate
Single,1st phase - general,1,Comm Design,Daytime,Sec Ed - 12th,132.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Unskilled workers,136.6,Yes,No,No,Yes,Male,No,19,No,0,6,7,5,11.4,0,0,6,10,3,11.0,3,7.6,2.6,0.32,Enrolled
Married,Change course,1,Social Service (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Services/Sales,161.1,No,No,No,Yes,Male,No,47,No,0,6,9,6,12.142857142857142,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Change course,1,Agronomy,Daytime,Sec Ed - 12th,130.0,Portuguese,Sec Ed - 12th,Bachelor,Admin staff,Scientists,130.0,No,No,No,Yes,Male,No,28,No,9,18,36,17,13.058823529411764,1,6,12,15,12,12.307692307692308,0,15.5,2.8,-4.06,Graduate
Single,Tech diploma,1,Agronomy,Daytime,Tech spec,140.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Unskilled workers,Farmers,140.0,No,No,No,Yes,Male,No,21,No,0,6,13,4,11.75,0,0,6,15,4,10.5,0,15.5,2.8,-4.06,Enrolled
Single,1st phase - general,1,Tourism,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 2nd cycle,Sec Ed - 12th,Unskilled workers,Unskilled workers,121.0,No,No,Yes,No,Male,No,21,No,0,6,9,5,11.833333333333334,0,0,6,8,5,10.0,0,8.9,1.4,3.51,Dropout
Single,Change course,1,Social Service,Daytime,Tech spec,120.0,Portuguese,Bachelor,Sec Ed - 12th,Executives,Scientists,118.6,No,No,No,Yes,Male,No,21,No,9,11,14,10,12.4,0,6,10,13,10,11.8,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,1,Comm Design,Daytime,Sec Ed - 12th,140.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Admin staff,Admin staff,138.3,No,No,No,Yes,Male,No,20,No,1,6,8,6,13.428571428571429,1,0,6,12,4,11.5,0,13.9,-0.3,0.79,Enrolled
Married,Transfer,1,Management,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,115.8,No,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,120.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Farmers,Machine operators,160.0,No,No,No,Yes,Male,No,40,No,0,5,5,5,11.0,0,0,5,5,5,13.4,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,1,Tourism,Daytime,Sec Ed - 12th,125.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Technicians,Technicians,114.5,No,No,No,Yes,Male,Yes,22,No,0,6,8,6,13.625,0,0,6,8,6,14.428571428571429,0,11.1,0.6,2.02,Graduate
Single,Transfer,1,Informatics Eng,Daytime,Sec Ed - 12th,136.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Services/Sales,Services/Sales,117.5,No,No,No,Yes,Male,No,19,No,2,5,6,4,11.8,0,0,5,7,2,11.5,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,133.1,Portuguese,Degree,Basic 2nd cycle,Scientists,Skilled workers,121.7,No,No,No,Yes,Male,No,31,No,0,5,5,0,0.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,Dropout
Single,Transfer,1,Informatics Eng,Daytime,Sec Ed - 12th,120.0,Portuguese,Doctorate,Doctorate,Scientists,Scientists,115.0,No,No,No,Yes,Male,No,30,No,1,6,9,2,15.0,0,1,6,7,2,13.5,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Services/Sales,Military,125.3,No,No,No,Yes,Male,No,19,No,0,6,9,5,10.8,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Graduate
Single,3rd phase - general,1,Management,Daytime,Sec Ed - 12th,131.0,Portuguese,Unknown,Unknown,Other,Other,131.0,No,No,No,Yes,Male,No,22,No,0,5,11,3,13.666666666666666,0,0,5,10,3,11.333333333333334,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Journalism,Daytime,Sec Ed - 12th,127.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,126.3,No,No,No,Yes,Male,No,19,No,0,6,8,6,12.833333333333334,0,0,6,8,6,13.333333333333334,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,132.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Admin staff,Unskilled workers,127.1,No,No,No,No,Male,No,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general,3,Marketing Mgmt,Daytime,Sec Ed - 12th,137.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Admin staff,Skilled workers,138.4,No,No,No,Yes,Male,No,19,No,0,6,8,6,15.125,0,0,6,7,6,13.428571428571429,0,11.1,0.6,2.02,Graduate
Single,Change course,2,Management,Daytime,Sec Ed - 12th,126.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Technicians,Technicians,100.0,Yes,No,No,Yes,Male,No,22,No,0,5,11,0,0.0,0,0,5,7,1,10.0,1,16.2,0.3,-0.92,Dropout
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,136.0,Portuguese,Master,Doctorate,Scientists,Scientists,126.2,No,No,No,Yes,Male,No,22,No,0,6,10,5,11.4,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,124.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Admin staff,118.8,No,No,No,Yes,Male,No,19,No,0,6,12,4,12.25,0,0,6,9,6,11.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 y/o,1,Tourism,Daytime,Tech spec,137.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Services/Sales,Military,124.5,No,No,No,No,Male,No,26,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Tech diploma,1,Informatics Eng,Daytime,Tech spec,140.0,Portuguese,Doctorate,Specialized studies,Technicians,Scientists,140.0,No,No,No,Yes,Male,No,23,No,3,7,12,3,14.0,0,1,6,12,1,14.0,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general,1,Comm Design,Daytime,Sec Ed - 12th,131.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Skilled workers,Skilled workers,125.1,No,No,No,Yes,Male,No,18,No,0,6,7,6,12.333333333333334,0,0,6,10,5,10.8,4,16.2,0.3,-0.92,Enrolled
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,118.8,No,No,Yes,Yes,Male,Yes,22,No,0,5,8,5,10.666666666666666,0,0,5,11,2,11.0,0,15.5,2.8,-4.06,Enrolled
Single,3rd phase - general,5,Informatics Eng,Daytime,Sec Ed - 12th,136.0,Portuguese,Degree,Bachelor,Scientists,Technicians,125.2,Yes,No,No,Yes,Male,No,19,No,0,5,9,5,11.833333333333334,0,0,5,9,5,14.714285714285714,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general,1,Management,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Machine operators,95.0,No,No,No,Yes,Male,No,20,No,0,5,14,0,0.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,Dropout
Single,1st phase - general,3,Comm Design,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,107.6,Yes,No,No,Yes,Male,Yes,22,No,0,6,6,6,11.666666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Enrolled
Single,Other higher courses,1,Equinculture,Daytime,Degree,140.0,Portuguese,Bachelor,Basic 2nd cycle,Scientists,Technicians,140.0,Yes,No,No,No,Male,No,18,No,2,5,7,2,13.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Divorced,Change course,2,Management (evening),Evening,Basic 2nd cycle,133.1,Portuguese,Degree,Sec Ed - 12th,Scientists,Unskilled workers,125.4,No,No,No,Yes,Male,No,39,No,0,2,5,0,0.0,0,0,4,4,0,0.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,141.0,Portuguese,Basic 3rd cycle,Sec Ed - 12th,Other,Other,128.0,No,No,No,Yes,Male,No,18,No,0,8,8,0,0.0,3,0,8,8,0,0.0,3,10.8,1.4,1.74,Dropout
Single,2nd phase - general,3,Informatics Eng,Daytime,Sec Ed - 12th,130.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Technicians,Technicians,129.3,No,No,No,Yes,Male,Yes,18,No,0,5,5,5,13.0,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,160.0,Portuguese,Basic 3rd cycle,Basic 2nd cycle,Unskilled workers,Unskilled workers,152.0,No,No,No,Yes,Male,Yes,19,No,0,6,7,6,13.857142857142858,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general,1,Nursing,Daytime,Sec Ed - 12th,140.0,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Unskilled workers,Unskilled workers,128.8,No,No,No,Yes,Male,No,18,No,0,7,7,6,13.391666666666666,0,0,8,8,8,12.4875,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,1,Management,Daytime,Sec Ed - 12th,150.0,Portuguese,Unknown,Basic 3rd cycle,Student,Admin staff,152.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,7,4,12.75,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Tech diploma,1,Equinculture,Daytime,Tech spec,150.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Farmers,Farmers,150.0,Yes,No,No,Yes,Male,No,22,No,0,5,7,4,14.5,0,0,5,5,5,14.6,0,10.8,1.4,1.74,Graduate
Single,1st phase - general,1,Social Service,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Technicians,Admin staff,112.0,No,No,No,Yes,Male,No,19,No,0,6,7,6,12.166666666666666,0,0,6,6,6,12.166666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,1,Equinculture,Daytime,Sec Ed - 12th,152.0,Portuguese,Basic 3rd cycle,Basic 1st cycle,Unskilled workers,Machine operators,135.6,Yes,No,No,Yes,Male,No,18,No,0,5,5,5,15.4,0,0,5,5,5,15.6,0,12.7,3.7,-1.7,Dropout
Single,Over 23 y/o,1,Informatics Eng,Daytime,Basic 3rd cycle,133.1,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Technicians,134.4,No,No,Yes,No,Male,No,31,No,0,5,9,2,13.333333333333334,0,0,5,9,2,16.0,4,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,130.0,Portuguese,Degree,Sec Ed - 12th,Technicians,Technicians,120.5,No,No,No,Yes,Male,No,28,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general,1,Comm Design,Daytime,Sec Ed - 12th,148.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Machine operators,141.4,No,No,No,Yes,Male,No,19,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general,1,Tourism,Daytime,Sec Ed - 12th,148.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Admin staff,Machine operators,145.2,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.714285714285714,0,0,6,8,6,14.714285714285714,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 y/o,1,Social Service,Daytime,Sec Ed - 12th,130.0,Portuguese,Basic 3rd cycle,Degree,Unskilled workers,Scientists,140.0,No,No,No,Yes,Male,No,50,No,0,6,7,4,12.25,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Change course,1,Comm Design,Daytime,Sec Ed - 12th,160.0,Portuguese,Sec Ed - 12th,Bachelor,Admin staff,Scientists,100.0,No,No,No,Yes,Male,No,38,No,1,6,9,5,16.0,1,0,6,11,4,16.5,0,13.9,-0.3,0.79,Enrolled
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,130.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,140.0,Yes,No,No,Yes,Male,No,31,No,0,5,8,1,11.0,0,0,5,5,1,13.0,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 y/o,1,Nursing,Daytime,Sec Ed - 12th,110.0,Portuguese,Sec Ed - 12th,Basic 1st cycle,Unskilled workers,Unskilled workers,126.0,Yes,No,No,Yes,Male,No,27,No,0,7,7,7,14.085714285714284,0,0,7,7,7,14.085714285714284,0,7.6,2.6,0.32,Enrolled
Single,3rd phase - general,1,Social Service,Daytime,Sec Ed - 12th,122.0,Portuguese,Sec Ed - 12th,Degree,Unskilled workers,Scientists,112.6,Yes,No,No,Yes,Male,No,21,No,0,6,9,6,10.166666666666666,0,0,6,10,6,10.5,0,12.7,3.7,-1.7,Graduate
Married,Over 23 y/o,1,Informatics Eng,Daytime,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,106.8,No,No,No,Yes,Male,No,34,No,0,5,8,1,10.0,0,0,5,9,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Change inst/course,1,Informatics Eng,Daytime,Sec Ed - 12th,129.0,Portuguese,Bachelor,Basic 1st cycle,Scientists,Unskilled workers,121.6,Yes,No,No,Yes,Male,No,19,No,0,5,10,0,0.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Enrolled
Married,Over 23 y/o,1,Management (evening),Evening,Sec Ed - 12th,110.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Executives,Admin staff,120.0,Yes,No,No,No,Male,No,40,No,0,5,10,2,10.5,0,0,5,5,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Multimedia Design,Daytime,Sec Ed - 12th,170.0,Portuguese,Basic 2nd cycle,Basic 3rd cycle,Unskilled workers,Scientists,160.6,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Married,Over 23 y/o,1,Comm Design,Daytime,Other 11th,110.0,Portuguese,Basic 1st cycle,Basic 2nd cycle,Services/Sales,Military,130.0,No,No,Yes,No,Male,Yes,46,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Change course,5,Social Service (evening),Evening,Sec Ed - 12th,110.0,Portuguese,Unknown,Unknown,Student,Student,110.0,No,No,No,Yes,Male,No,37,No,0,6,12,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,133.1,Portuguese,Basic 3rd cycle,Basic 1st cycle,Unskilled workers,Skilled workers,110.0,Yes,No,No,Yes,Male,No,31,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,133.1,Portuguese,Sec Ed - 12th,Basic 3rd cycle,Admin staff,Military,145.8,No,No,No,Yes,Male,No,34,No,0,6,15,5,13.333333333333334,0,0,6,15,5,12.4,0,12.4,0.5,1.79,Graduate
Single,1st phase - general,6,Multimedia Design,Daytime,Sec Ed - 12th,126.0,Portuguese,11th not completed,11th not completed,Admin staff,Admin staff,130.2,Yes,No,No,Yes,Male,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general,1,Marketing Mgmt,Daytime,Sec Ed - 12th,137.0,Portuguese,Basic 2nd cycle,Basic 1st cycle,Unskilled workers,Unskilled workers,122.3,No,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.571428571428571,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general,4,Comm Design,Daytime,Sec Ed - 12th,117.0,Portuguese,Sec Ed - 12th,Sec Ed - 12th,Technicians,Technicians,125.4,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,12.833333333333334,0,0,6,7,6,11.166666666666666,0,11.1,0.6,2.02,Graduate
Single,Change course,1,Management (evening),Evening,Sec Ed - 12th,100.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Admin staff,130.0,No,No,No,Yes,Male,No,40,No,1,5,6,4,10.25,0,3,8,18,5,11.2,5,15.5,2.8,-4.06,Dropout
Single,Over 23 y/o,1,Equinculture,Daytime,Sec Ed - 12th,120.0,Portuguese,Sec Ed - 12th,Basic 2nd cycle,Unskilled workers,Unskilled workers,150.0,No,No,No,Yes,Male,No,25,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
Single,2nd phase - general,5,Informatics Eng,Daytime,Sec Ed - 12th,126.0,Portuguese,Basic 2nd cycle,Basic 2nd cycle,Services/Sales,Unskilled workers,116.9,Yes,No,Yes,Yes,Male,No,20,No,0,5,5,4,14.5,0,0,6,8,3,13.333333333333334,0,11.1,0.6,2.02,Dropout
Single,2nd phase - general,1,Informatics Eng,Daytime,Sec Ed - 12th,122.0,Portuguese,Basic 3rd cycle,Basic 3rd cycle,Unskilled workers,Unskilled workers,114.7,No,No,No,Yes,Male,No,20,No,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled
Single,Over 23 y/o,1,Agronomy,Daytime,Sec Ed - 12th,111.0,Portuguese,Basic 1st cycle,Basic 1st cycle,Unskilled workers,Military,95.8,Yes,No,No,No,Male,No,43,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general,4,Informatics Eng,Daytime,Sec Ed - 12th,139.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Admin staff,133.1,Yes,No,No,Yes,Male,No,18,No,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled
Single,Change course,1,Agronomy,Daytime,Sec Ed - 12th,150.0,Portuguese,Bachelor,Master,Admin staff,Executives,150.0,No,No,No,Yes,Male,No,35,No,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate
Single,2nd phase - general,2,Management (evening),Evening,Sec Ed - 12th,116.0,Portuguese,Basic 1st cycle,Basic 3rd cycle,Unskilled workers,Admin staff,118.5,No,No,No,Yes,Male,No,23,No,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general,1,Nursing,Daytime,Sec Ed - 12th,130.0,Portuguese,Degree,Degree,Scientists,Scientists,131.1,No,No,No,Yes,Male,No,19,No,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate
